manufacturer,model,slug,status
Mercedes-Benz,G36 AMG,Mercedes-AMG,resolved
Mercedes-Benz,G55 AMG,Mercedes-AMG,resolved
Mercedes-Benz,G63,Mercedes-AMG_G_63_6x6,resolved
Mercedes-Benz,G63 12,Mercedes-Benz_G-Class,resolved
Mercedes-Benz,G63 4X4%C2%B2 AMG,,unresolved
Mercedes-Benz,G63 AMG,Mercedes-AMG_G_63_6x6,resolved
Mercedes-Benz,G63 AMG 9,Mercedes-AMG,resolved
Mercedes-Benz,G65,Mercedes-AMG_G_65,resolved
Mercedes-Benz,GL & GLS-Class,Mercedes-Benz_GLS,resolved
Mercedes-Benz,GL63 AMG,Mercedes-AMG,resolved
Mercedes-Benz,GLA250,,unresolved
Mercedes-Benz,GLA45 AMG,Mercedes-AMG,resolved
Mercedes-Benz,GLC 63 AMG,Mercedes-Benz_GLC,resolved
Mercedes-Benz,GLC300,Mercedes-Benz_GLC,resolved
Mercedes-Benz,GLE63 S AMG,Mercedes-Benz_GLE,resolved
Mercedes-Benz,GLS63 AMG,Mercedes-AMG,resolved
Mercedes-Benz,GT63 S AMG FOUR DOOR,Mercedes-AMG_GT,resolved
Mercedes-Benz,GT63 S E PERFORMANCE AMG FOUR DOOR,Mercedes-Benz_E-Class_(W213),resolved
Mercedes-Benz,M-Class & GLE-Class,Mercedes-Benz_C-Class,resolved
Mercedes-Benz,ML55 AMG,Mercedes-Benz_S-Class_(W220),resolved
Mercedes-Benz,ML63 AMG,Mercedes-AMG,resolved
Mercedes-Benz,ML63 AMG 9,Mercedes-AMG,resolved
Mercedes-Benz,Metris,Mercedes-Benz_Vito,resolved
Mercedes-Benz,O 309D,,unresolved
Mercedes-Benz,Ponton,Mercedes-Benz_Ponton,resolved
Mercedes-Benz,R107 SL,Mercedes-Benz_R107_and_C107,resolved
Mercedes-Benz,R129 SL,Mercedes-Benz_SL-Class_(R129),resolved
Mercedes-Benz,R230 SL,Mercedes-Benz_SL-Class_(R230),resolved
Mercedes-Benz,R231 SL,Mercedes-Benz_SL_(R232),resolved
Mercedes-Benz,R63 AMG,Mercedes-Benz_R-Class,resolved
Mercedes-Benz,S55 AMG,Mercedes-Benz_S-Class_(W220),resolved
Mercedes-Benz,S63 AMG,Mercedes-Benz_S-Class,resolved
Mercedes-Benz,S63 AMG 19,Mercedes-AMG,resolved
Mercedes-Benz,S63 AMG CABRIOLET,Mercedes-Benz_S-Class,resolved
Mercedes-Benz,S63 AMG COUPE,Mercedes-Benz_S-Class_(C217),resolved
Mercedes-Benz,S63 AMG COUPE 12,Mercedes-Benz_S-Class,resolved
Mercedes-Benz,S63 AMG SEDAN,Mercedes-Benz_S-Class,resolved
Mercedes-Benz,S65 AMG,Mercedes-Benz_S-Class_(W221),resolved
Mercedes-Benz,S65 AMG 103,,unresolved
Mercedes-Benz,S65 AMG 30,Mercedes-AMG,resolved
Mercedes-Benz,S65 AMG CABRIOLET,Mercedes-AMG,resolved
Mercedes-Benz,S65 AMG COUPE,Mercedes-Benz_S-Class,resolved
Mercedes-Benz,S65 AMG SEDAN,Mercedes-AMG,resolved
Mercedes-Benz,SL55 AMG,Mercedes-Benz_SL-Class_(R230),resolved
Mercedes-Benz,SL55 AMG 10,Mercedes-AMG,resolved
Mercedes-Benz,SL55 AMG 184 2,Mercedes-Benz_E-Class_(W211),resolved
Mercedes-Benz,SL55 AMG 23,Mercedes-AMG,resolved
Mercedes-Benz,SL55 AMG 84,Mercedes-AMG,resolved
Mercedes-Benz,SL63 AMG,Mercedes-Benz_SL-Class_(R231),resolved
Mercedes-Benz,SL63 AMG 11,Mercedes-Benz_SLS_AMG,resolved
Mercedes-Benz,SL63 AMG 20,Mercedes-Benz_SLS_AMG,resolved
Mercedes-Benz,SL63 AMG 8,Mercedes-Benz_SLS_AMG,resolved
Mercedes-Benz,SL65 AMG,Mercedes-Benz_SL-Class_(R230),resolved
Mercedes-Benz,SL65 AMG 59,Mercedes-Benz_SLS_AMG,resolved
Mercedes-Benz,SL65 AMG 65,Mercedes-AMG,resolved
Mercedes-Benz,SL65 AMG 99,Mercedes-Benz_SLS_AMG,resolved
Mercedes-Benz,SL65 AMG BLACK SERIES,Mercedes-Benz_SL-Class_(R230),resolved
Mercedes-Benz,SLK & SLC-Class,Mercedes-Benz_SLK-Class,resolved
Mercedes-Benz,SLK32 AMG,Mercedes-Benz_SLK-Class_(R170),resolved
Mercedes-Benz,SLK55 AMG,Mercedes-Benz_SLK-Class_(R171),resolved
Mercedes-Benz,SLK55 AMG 40,Mercedes-Benz_SLK-Class_(R171),resolved
Mercedes-Benz,SLR McLaren,Mercedes-Benz_SLR_McLaren,resolved
Mercedes-Benz,SLS AMG,Mercedes-Benz_SLS_AMG,resolved
Mercedes-Benz,SLS AMG 45,Mercedes-Benz_SLS_AMG,resolved
Mercedes-Benz,SLS AMG BLACK SERIES,Mercedes-Benz_SLS_AMG,resolved
Mercedes-Benz,SLS AMG GT,Mercedes-Benz_SLS_AMG,resolved
Mercedes-Benz,SLS AMG GT FINAL EDITION ROADSTER,Mercedes-Benz_SLS_AMG,resolved
Mercedes-Benz,SLS AMG GT ROADSTER,Mercedes-Benz_SLS_AMG,resolved
Mercedes-Benz,SLS AMG ROADSTER,Mercedes-Benz_SLS_AMG,resolved
Mercedes-Benz,Sprinter,Mercedes-Benz_Sprinter,resolved
Mercedes-Benz,Unimog,Unimog,resolved
Mercedes-Benz,VIANO 3 2 FUN,Mercedes-Benz_Vito,resolved
Mercedes-Benz,W108 & W109,Mercedes-Benz_W108/W109,resolved
Mercedes-Benz,W110,Mercedes-Benz_W110,resolved
Mercedes-Benz,W111 Coupe & Cabriolet,Mercedes-Benz_W111,resolved
Mercedes-Benz,W111 Sedan,Mercedes-Benz_W111,resolved
Mercedes-Benz,W112,Mercedes-Benz_W112,resolved
Mercedes-Benz,W113 SL,Mercedes-Benz_300_SL,resolved
Mercedes-Benz,W114 & W115,Mercedes-Benz_W114/W115,resolved
Mercedes-Benz,W116 S-Class,Mercedes-Benz_S-Class,resolved
Mercedes-Benz,W123,Mercedes-Benz_W123,resolved
Mercedes-Benz,W124 E-Class,Mercedes-Benz_E-Class_(W210),resolved
Mercedes-Benz,W126 S-Class,Mercedes-Benz_W126,resolved
Mercedes-Benz,W140 S-Class,Mercedes-Benz_W140,resolved
Mercedes-Benz,W186 & W189 Adenauer,Mercedes-Benz_W189,resolved
Mercedes-Benz,"W186, W188, & W189 Adenauer",Mercedes-Benz_W189,resolved
Mercedes-Benz,W187 220,Mercedes-Benz_W187,resolved
Mercedes-Benz,W201 190,Mercedes-Benz_W201,resolved
Mercedes-Benz,W202 C-Class,Mercedes-Benz_C-Class,resolved
Mercedes-Benz,W203 C-Class,Mercedes-Benz_C-Class_(W203),resolved
Mercedes-Benz,W204 C-Class,Mercedes-Benz_C-Class,resolved
Mercedes-Benz,W204 C63 AMG,Mercedes-Benz_C-Class_(W204),resolved
Mercedes-Benz,W205 C-Class,Mercedes-Benz_C-Class,resolved
Mercedes-Benz,W210 E-Class,Mercedes-Benz_E-Class_(W210),resolved
Mercedes-Benz,W211 E-Class,Mercedes-Benz_E-Class_(W211),resolved
Mercedes-Benz,W211 E-Class AMG,Mercedes-Benz_E-Class_(W211),resolved
Mercedes-Benz,W212 E-Class,Mercedes-Benz_E-Class_(W212),resolved
Mercedes-Benz,W212 E-Class AMG,Mercedes-Benz_E-Class_(W212),resolved
Mercedes-Benz,W213 E-Class,Mercedes-Benz_E-Class,resolved
Mercedes-Benz,W220 S-Class,Mercedes-Benz_S-Class_(W220),resolved
Mercedes-Benz,W221 S-Class,Mercedes-Benz_S-Class_(W221),resolved
Mercedes-Benz,W222 S-Class,Mercedes-Benz_S-Class,resolved
Mercedes-Benz,W223 S-Class,Mercedes-Benz_S-Class,resolved
Mercedes-Benz,W251 R-Class,Mercedes-Benz_R-Class,resolved
Mercedes-Benz,W460 Geländewagen,Mercedes-Benz_G-Class,resolved
Mercedes-Benz,W461 G-Class,Mercedes-Benz_G-Class,resolved
Mercedes-Benz,W463 G-Class,Mercedes-Benz_G-Class,resolved
Mercedes-Benz,W463 G-Class (2019+),Mercedes-Benz_G-Class,resolved
Mercedes-Benz,W463 G-Class AMG,Mercedes-Benz_S-Class,resolved
Mercedes-Benz,X204 GLK-Class,Mercedes-Benz_GLK-Class,resolved
Mercedes-Benz,X253 & C253 GLC-Class,Mercedes-Benz_GLC,resolved
Mercedes-Benz,X290 AMG GT Four-Door,Mercedes-AMG_GT,resolved
Mercury,MERCURY COMMUTER,Mercury_(automobile),resolved
Mercury,MERCURY CUSTOM SPORT COUPE,Mercury_Eight,resolved
Mercury,MERCURY MILAN,Mercury_Milan,resolved
Mercury,MERCURY MONTEGO,Mercury_(automobile),resolved
Mercury,MERCURY MOUNTAINEER,Mercury_(automobile),resolved
Mercury,MERCURY PARK LANE,Mercury_Park_Lane,resolved
Mercury,MERCURY SABLE LS WAGON,Mercury_Sable,resolved
Mercury,MERCURY TOPAZ,Mercury_(automobile),resolved
Mercury,MERCURY TURNPIKE CRUISER,Mercury_Turnpike_Cruiser,resolved
Mercury,Mercury Capri,Mercury_(automobile),resolved
Mercury,Mercury Colony Park,Mercury_Colony_Park,resolved
Mercury,Mercury Comet,Mercury_(planet),resolved
Mercury,Mercury Cougar,Mercury_Cougar,resolved
Mercury,Mercury Cyclone,Mercury_Cyclone,resolved
Mercury,Mercury Eight,Mercury_(planet),resolved
Mercury,Mercury Marauder,Mercury_(automobile),resolved
Mercury,Mercury Marquis & Grand Marquis,Mercury_Grand_Marquis,resolved
Mercury,Mercury Montclair,Mercury_(automobile),resolved
Mercury,Mercury Monterey,Mercury_(automobile),resolved
Merkur,Merkur XR4Ti,Merkur_XR4Ti,resolved
Messerschmitt,Messerschmitt Kabinenroller & FMR Tg500,Messerschmitt,resolved
Meyers,Meyers Manx,Meyers_Manx,resolved
Mini,Mini F54 Clubman,Mini_Clubman_(2007),resolved
Mini,"Mini F55 & F56 Cooper, Cooper S, & John Cooper Works",Mini_Countryman,resolved
Mini,Mini F57 Convertible,Mini_Hatch,resolved
Mini,Mini F60 Countryman,Mini_Countryman,resolved
Mini,Mini Mk I & Mk II,Mini_(Mark_I),resolved
Mini,Mini Mk I-III Cooper,Mini_(Mark_I),resolved
Mini,Mini Mk III-Mk V,Mini,resolved
Mini,Mini Mk VI & Mk VII,Mini_(marque),resolved
Mini,Mini Moke Classic,Mini_Moke,resolved
Mini,Mini Moke Electric,Mini_Moke,resolved
Mini,Mini R50 Cooper,Mini_Hatch,resolved
Mini,Mini R52 Cooper Convertible,Mini_Hatch,resolved
Mini,Mini R53 Cooper S,Mini_Countryman,resolved
Mini,Mini R53 JCW GP,Mini_Hatch,resolved
Mini,Mini R53 John Cooper Works,Mini_Countryman,resolved
Mini,Mini R55 Clubman,Mini_Clubman_(2007),resolved
Mini,"Mini R56 Cooper, Cooper S, and John Cooper Works",Mini_Countryman,resolved
Mini,Mini R56 JCW GP,Mini_Hatch,resolved
Mini,Mini R57 Convertible,Mini_Hatch,resolved
Mini,Mini R58 & R59 Coupe & Roadster,Mini_Coupé_and_Roadster,resolved
Mini,Mini R60 Countryman,Mini_Countryman,resolved
Mini,Mini R61 Paceman,Mini_Paceman,resolved
Minneapolis Moline,MINNEAPOLIS MOLINE ZTU,,unresolved
Mitsubishi,MITSUBISHI I MIEV,Mitsubishi_i-MiEV,resolved
Mitsubishi,MITSUBISHI LANCER GSR,Mitsubishi_Lancer,resolved
Mitsubishi,MITSUBISHI MIGHTY MAX,Mitsubishi_Triton,resolved
Mitsubishi,MITSUBISHI MIGHTY MAX PICKUP,Mitsubishi_Triton,resolved
Mitsubishi,MITSUBISHI MINICA TOPPO WHEELCHAIR,,unresolved
Mitsubishi,MITSUBISHI MITSUBISHI BRAVO,Mitsubishi_Minicab,resolved
Mitsubishi,MITSUBISHI TOPPO,Mitsubishi_Mirage,resolved
Mitsubishi,Mitsubishi 3000GT,Mitsubishi_3000GT,resolved
Mitsubishi,Mitsubishi Canter,Mitsubishi_Delica,resolved
Mitsubishi,Mitsubishi Delica,Mitsubishi_Delica,resolved
Mitsubishi,"Mitsubishi Eclipse, Eagle Talon, & Plymouth Laser",Mitsubishi_Eclipse,resolved
Mitsubishi,Mitsubishi Lancer Evolution,Mitsubishi_Lancer,resolved
Mitsubishi,Mitsubishi Minicab,Mitsubishi_Mirage,resolved
Mitsubishi,Mitsubishi Pajero & Montero,Mitsubishi_Pajero_Sport,resolved
Mitsubishi,Mitsubishi Pajero Evolution,Mitsubishi_Pajero_Sport,resolved
Mitsubishi,Mitsubishi Pajero Mini,Mitsubishi_Pajero_Sport,resolved
Mitsuoka,MITSUOKA LE SEYDE,Mitsuoka_Le-Seyde,resolved
Mitsuoka,MITSUOKA VIEWT,Mitsuoka_Viewt,resolved
Montesa,Montesa Cota,Montesa_Honda,resolved
Morgan,Morgan 3-Wheeler,Morgan_3-Wheeler,resolved
Morgan,Morgan 4/4,Morgan_+4,resolved
Morgan,Morgan Plus 4,Morgan_+4,resolved
Morgan,Morgan Plus 8,Morgan_Plus_8,resolved
Morgan,Morgan V6 Roadster,Morgan_Roadster,resolved
Morris,Morris Minor,Morris_Minor,resolved
Mosler,MOSLER CONSULIER GTP,Consulier_GTP,resolved
Moto Guzzi,MOTO GUZZI 1100 SPORT,Moto_Guzzi,resolved
Moto Guzzi,MOTO GUZZI CALIFORNIA VINTAGE,Moto_Guzzi,resolved
Moto Guzzi,MOTO GUZZI GRISO 1200 8V SE,,unresolved
Moto Guzzi,MOTO GUZZI GTV,,unresolved
Moto Guzzi,MOTO GUZZI NUOVO FALCONE,Moto_Guzzi,resolved
Moto Guzzi,MOTO GUZZI T3,Moto_Guzzi,resolved
Moto Guzzi,MOTO GUZZI V11 EV,,unresolved
Moto Guzzi,MOTO GUZZI V11 SPORT BALLABIO,List_of_Moto_Guzzi_motorcycles,resolved
Moto Guzzi,"Moto Guzzi 850 T, T3, & T5",List_of_Moto_Guzzi_motorcycles,resolved
Moto Guzzi,Moto Guzzi Ambassador,List_of_Moto_Guzzi_motorcycles,resolved
Moto Guzzi,Moto Guzzi Eldorado,List_of_Moto_Guzzi_motorcycles,resolved
Moto Guzzi,Moto Guzzi Le Mans,Moto_Guzzi,resolved
Moto Guzzi,Moto Guzzi V7,List_of_Moto_Guzzi_motorcycles,resolved
Moto Guzzi,Moto Guzzi V7 (2007+),Moto_Guzzi,resolved
Moto Morini,MOTO MORINI 3 1,Moto_Morini,resolved
Moto Morini,MOTO MORINI TRE SETTE SPRINT 175,,unresolved
Muntz,MUNTZ JET,Madman_Muntz,resolved
Mv Agusta,MV AGUSTA,Agusta,resolved
Mv Agusta,MV AGUSTA 125 RAPIDO SPORT,MV_Agusta,resolved
Mv Agusta,MV AGUSTA 150 RS,MV_Agusta,resolved
Mv Agusta,MV AGUSTA 750S AMERICA,MV_Agusta_Brutale_series,resolved
Mv Agusta,MV AGUSTA DRAGSTER 800 RR PIRELLI,MV_Agusta,resolved
Mv Agusta,MV AGUSTA F3,MV_Agusta,resolved
Mv Agusta,MV AGUSTA SUPERVELOCE,MV_Agusta_Superveloce,resolved
Mv Agusta,MV AGUSTA SUPERVELOCE 75TH ANNIVERSARY,,unresolved
Mv Agusta,MV AGUSTA SUPERVELOCE AGO,MV_Agusta_Superveloce,resolved
Mv Agusta,MV AGUSTA SUPERVELOCE S,MV_Agusta_Superveloce,resolved
Mv Agusta,MV Agusta Brutale,MV_Agusta_Superveloce,resolved
Mv Agusta,MV Agusta Dragster,MV_Agusta,resolved
Mv Agusta,MV Agusta F4,MV_Agusta_F4_series,resolved
Nash,NASH RAMBLER CUSTOM CONVERTIBLE,Nash_Rambler,resolved
Nash,Nash Ambassador,Nash_Ambassador,resolved
Nash,Nash Metropolitan,Nash_Metropolitan,resolved
Nash,Nash Rambler,Rambler_(automobile),resolved
Nash,Nash – Healey,Nash-Healey,resolved
Nissan,240SX,Nissan_240SX,resolved
Nissan,350Z,Nissan_350Z,resolved
Nissan,370Z,Nissan_370Z,resolved
Nissan,ALTIMA,Nissan_Altima,resolved
Nissan,ARMADA,Nissan_Armada,resolved
Nissan,ATLAS,Nissan_Atlas,resolved
Nissan,BLUEBIRD SSS,Nissan_Bluebird,resolved
Nissan,C110 Skyline,Nissan_Laurel,resolved
Nissan,CEDRIC,Nissan_Cedric,resolved
Nissan,DATSUN 200SX,Nissan_Silvia,resolved
Nissan,DATSUN 200SX 2,Nissan_200SX,resolved
Nissan,DATSUN 200SX SL,Nissan_Silvia,resolved
Nissan,DATSUN 210,Datsun_210,resolved
Nissan,DATSUN F 10 SPORTWAGON,Nissan_Pulsar,resolved
Nissan,Datsun 240Z,Nissan_Fairlady_Z_(S30),resolved
Nissan,Datsun 260Z,Nissan_Fairlady_Z_(S30),resolved
Nissan,Datsun 280Z,Nissan_Fairlady_Z_(S30),resolved
Nissan,Datsun 280ZX,Nissan_Fairlady_Z_(S130),resolved
Nissan,Datsun 510,Datsun_510,resolved
Nissan,Datsun Pickup,Datsun_truck,resolved
Nissan,Datsun Roadster,Datsun_Sports,resolved
Nissan,Figaro,Nissan_Figaro,resolved
Nissan,GLORIA,Nissan_Gloria,resolved
Nissan,GT-R R35,Nissan_GT-R,resolved
Nissan,MURANO CROSSCABRIOLET,Nissan_Murano,resolved
Nissan,MURANO CROSSCABRIOLET 8,Nissan_Murano,resolved
Nissan,Maxima,Nissan_Maxima,resolved
Nissan,NV2500,Nissan_NV_(North_America),resolved
Nissan,PRESIDENT,Nissan_President,resolved
Nissan,PRIMERA,Nissan_Primera,resolved
Nissan,Pao,Nissan_Pao,resolved
Nissan,Pathfinder,Nissan_Pathfinder,resolved
Nissan,Patrol,Nissan_Patrol,resolved
Nissan,Pickup,Nissan_Navara,resolved
Nissan,R30 Skyline,Nissan_Skyline,resolved
Nissan,R31 Skyline,Nissan_Skyline,resolved
Nissan,R32 Skyline,Nissan_Skyline_GT-R,resolved
Nissan,R33 Skyline,Nissan_Skyline_GT-R,resolved
Nissan,R34 Skyline,Nissan_Skyline,resolved
Nissan,RZ34 Z,Nissan_Z_(RZ34),resolved
Nissan,S CARGO,Nissan_S-Cargo,resolved
Nissan,SENTRA,Nissan_Sentra,resolved
Nissan,Sentra SE-R,Nissan_Sentra,resolved
Nissan,Silvia,Nissan_Silvia,resolved
Nissan,Skyline (S50-Series),Nissan_Skyline,resolved
Nissan,Xterra,Nissan_Xterra,resolved
Nissan,Z31 300ZX,Nissan_300ZX,resolved
Nissan,Z32 300ZX,Nissan_300ZX,resolved
Noble,Noble M12,Noble_M12,resolved
Norton,NORTON MODEL,Edward_Norton,resolved
Norton,NORTON NAVIGATOR,Norton_Motorcycle_Company,resolved
Norton,Norton Atlas,Chipping_Norton,resolved
Norton,Norton Commando,Norton_Commando,resolved
Norton,Norton Dominator,Norton_Motorcycle_Company,resolved
Nsu,NSU PRINZ,NSU_Motorenwerke,resolved
Nsu,NSU Prinz,NSU_Motorenwerke,resolved
Oldsmobile,OLDSMOBILE,Oldsmobile,resolved
Oldsmobile,OLDSMOBILE ALERO,Oldsmobile_Alero,resolved
Oldsmobile,OLDSMOBILE AURORA,Oldsmobile,resolved
Oldsmobile,OLDSMOBILE BRAVADA,Oldsmobile_Bravada,resolved
Oldsmobile,Oldsmobile 442,Oldsmobile,resolved
Oldsmobile,Oldsmobile 88,Oldsmobile_88,resolved
Oldsmobile,Oldsmobile 98,Oldsmobile_Cutlass,resolved
Oldsmobile,Oldsmobile Custom Cruiser,Oldsmobile_Vista_Cruiser,resolved
Oldsmobile,Oldsmobile Cutlass,Oldsmobile_88,resolved
Oldsmobile,Oldsmobile F-85 & Jetfire,Oldsmobile_88,resolved
Oldsmobile,Oldsmobile Hurst/Olds,Oldsmobile_Hurst/Olds,resolved
Oldsmobile,Oldsmobile Series 76,Oldsmobile_88,resolved
Oldsmobile,Oldsmobile Starfire,Oldsmobile_88,resolved
Oldsmobile,Oldsmobile Toronado,Oldsmobile_Toronado,resolved
Oldsmobile,Oldsmobile Vista Cruiser,Oldsmobile_Vista_Cruiser,resolved
Opel,Opel GT,Opel_Astra,resolved
Oreion,OREION BEACH BUGGY,,unresolved
Osca,OSCA MT4,OSCA_MT4,resolved
Osprey,Osprey Defender Replica,,unresolved
Ossa,OSSA MAR,Sergio_Ossa,resolved
Ossa,OSSA MICK ANDREWS REPLICA 250 TRIALS,Ossa_(motorcycle),resolved
Ossa,OSSA STILETTO TT,Ossa_(motorcycle),resolved
Ossa,OSSA SUPER PIONEER,Ossa_(motorcycle),resolved
Ossa,OSSA TR280I,,unresolved
Owosso,PULSE AUTOCAR,,unresolved
Packard,PACKARD 200 DELUXE,Packard,resolved
Packard,PACKARD PACKARD HENNEY AMBULANCE,Packard_Patrician,resolved
Packard,PACKARD PATRICIAN,Packard,resolved
Packard,Packard Caribbean,Hewlett_Packard_Enterprise,resolved
Packard,Packard Clipper,Packard,resolved
Packard,Packard Eight,Hewlett-Packard,resolved
Packard,"Packard Six, One-Ten, & 115",Packard,resolved
Packard,Packard Twelve,Packard,resolved
Palatov,PALATOV D2,,unresolved
Panhard,PANHARD,,unresolved
Panhard,PANHARD DYNA Z16 GRAND STANDING,,unresolved
Panoz,Panoz Esperante,Panoz_Esperante_GTR-1,resolved
Panoz,Panoz Roadster,Panoz_Esperante,resolved
Panther Westwinds,PANTHER KALLISTA,Panther_Westwinds,resolved
Parts And Automobilia,Parts and Automobilia – Artwork,,unresolved
Parts And Automobilia,Parts and Automobilia – Bicycles,,unresolved
Parts And Automobilia,Parts and Automobilia – Bodywork,,unresolved
Parts And Automobilia,Parts and Automobilia – Competition Go-Karts,,unresolved
Parts And Automobilia,Parts and Automobilia – Engines,,unresolved
Parts And Automobilia,Parts and Automobilia – Gas Pumps & Oil Tanks,,unresolved
Parts And Automobilia,Parts and Automobilia – Golf Carts,,unresolved
Parts And Automobilia,Parts and Automobilia – Kiddie Rides,,unresolved
Parts And Automobilia,Parts and Automobilia – Literature & Memorabilia,,unresolved
Parts And Automobilia,Parts and Automobilia – Mini Cars,,unresolved
Parts And Automobilia,Parts and Automobilia – Racing Simulators,,unresolved
Parts And Automobilia,Parts and Automobilia – Rolling Chassis,,unresolved
Parts And Automobilia,Parts and Automobilia – Signs,,unresolved
Parts And Automobilia,Parts and Automobilia – Trailers,,unresolved
Peugeot,PEUGEOT 103,Peugeot_208,resolved
Peugeot,PEUGEOT 306,Peugeot_206,resolved
Peugeot,PEUGEOT 404,Peugeot_206,resolved
Peugeot,PEUGEOT 405 MI 16,Peugeot_405,resolved
Peugeot,PEUGEOT 505,Peugeot_206,resolved
Peugeot,Peugeot 205,Peugeot_206,resolved
Peugeot,Peugeot 404,Peugeot_206,resolved
Peugeot,Peugeot 504,Peugeot_206,resolved
Piaggio,VESPA VL1,,unresolved
Pierce-Arrow,PIERCE ARROW 42 CONVERTIBLE COUPE,Pierce-Arrow_Motor_Car_Company,resolved
Pierce-Arrow,PIERCE ARROW MODEL 81 RUMBLE SEAT COUPE,,unresolved
Plymouth,PLYMOUTH 30 U,Plymouth_(automobile),resolved
Plymouth,PLYMOUTH COUPE,Plymouth_Barracuda,resolved
Plymouth,PLYMOUTH CRANBROOK,Plymouth_Cranbrook,resolved
Plymouth,PLYMOUTH MODEL PB CONVERTIBLE COUPE HOT ROD,,unresolved
Plymouth,PLYMOUTH P3 BUSINESS COUPE,,unresolved
Plymouth,PLYMOUTH PLAZA,Plymouth_(automobile),resolved
Plymouth,PLYMOUTH SAPPORO,Plymouth_(automobile),resolved
Plymouth,PLYMOUTH SAVOY,Plymouth_(automobile),resolved
Plymouth,PLYMOUTH VOYAGER,Plymouth_Voyager,resolved
Plymouth,Plymouth Barracuda,Plymouth_Barracuda,resolved
Plymouth,Plymouth Belvedere,Plymouth_(automobile),resolved
Plymouth,Plymouth Deluxe/Special Deluxe,Plymouth_(automobile),resolved
Plymouth,Plymouth Duster,Plymouth_(automobile),resolved
Plymouth,Plymouth Fury,Plymouth_Fury,resolved
Plymouth,Plymouth GTX,Plymouth_(automobile),resolved
Plymouth,Plymouth Pickup,Plymouth_(automobile),resolved
Plymouth,Plymouth Prowler,Plymouth_(automobile),resolved
Plymouth,Plymouth Road Runner,Plymouth_Road_Runner,resolved
Plymouth,Plymouth Satellite,Plymouth_(automobile),resolved
Plymouth,Plymouth Suburban,Plymouth,resolved
Plymouth,Plymouth Superbird & Dodge Charger Daytona,Plymouth_Superbird,resolved
Plymouth,Plymouth Valiant,Plymouth_(automobile),resolved
Plymouth,Plymouth Volare,Plymouth_(automobile),resolved
Plymouth,Plymouth Voyager & Grand Voyager,Plymouth_Voyager,resolved
Polaris,POLARIS INDY,Polaris_Inc.,resolved
Polaris,POLARIS RZR PRO R ULTIMATE,Polaris_RZR,resolved
Polaris,POLARIS SLINGSHOT S,Polaris_Slingshot,resolved
Polaris,POLARIS SPORTSMAN XP,Polaris_Inc.,resolved
Polaris,POLARIS TRAIL BLAZER,,unresolved
Polaris,Polaris RZR,Polaris_Inc.,resolved
Polestar,POLESTAR 1 POLESTAR,,unresolved
Pontiac,PONTIAC ASTRE,Pontiac_Sunbird,resolved
Pontiac,PONTIAC AZTEK,Pontiac_Aztek,resolved
Pontiac,PONTIAC G6,Pontiac_(automobile),resolved
Pontiac,PONTIAC GRAND AM,Pontiac_Grand_Prix,resolved
Pontiac,PONTIAC GRAND AM SE,Pontiac_Grand_Am,resolved
Pontiac,PONTIAC GRAND PRIX,Pontiac_Grand_Am,resolved
Pontiac,PONTIAC SUNFIRE,Pontiac_Sunfire,resolved
Pontiac,PONTIAC TORPEDO,Pontiac_Firebird,resolved
Pontiac,PONTIAC TORPEDO COUPE,Pontiac_Catalina,resolved
Pontiac,PONTIAC TRANS SPORT,Pontiac_Montana,resolved
Pontiac,PONTIAC VIBE,Pontiac_Firebird,resolved
Pontiac,Pontiac Bonneville,Pontiac_Grand_Prix,resolved
Pontiac,Pontiac Catalina,Pontiac_Firebird,resolved
Pontiac,Pontiac Chieftain,Pontiac_Firebird,resolved
Pontiac,Pontiac Fiero,Pontiac_Fiero,resolved
Pontiac,Pontiac Firebird,Pontiac_GTO,resolved
Pontiac,Pontiac Firebird (1st Generation – 1967-1969),Pontiac_LeMans,resolved
Pontiac,Pontiac Firebird (2nd Generation – 1970-1981),Pontiac_Grand_Prix,resolved
Pontiac,Pontiac Firebird (3rd Generation – 1982-1992),Pontiac_Firebird,resolved
Pontiac,Pontiac Firebird (4th Generation – 1993-2002),Pontiac_Sunbird,resolved
Pontiac,Pontiac G8,Pontiac_Firebird,resolved
Pontiac,Pontiac GTO,Pontiac_Firebird,resolved
Pontiac,Pontiac Grand Prix,Pontiac_Grand_Am,resolved
Pontiac,Pontiac Parisienne,Pontiac_Grand_Prix,resolved
Pontiac,Pontiac Safari,Pontiac_GTO,resolved
Pontiac,Pontiac Solstice,Pontiac_Firebird,resolved
Pontiac,Pontiac Star Chief,Pontiac_Solstice,resolved
Pontiac,Pontiac Tempest / LeMans,Pontiac_LeMans,resolved
Porsche,356 Carrera,Porsche_356,resolved
Porsche,356 Pre-A,Porsche_356,resolved
Porsche,356 Replica,Porsche_356,resolved
Porsche,356 Speedster,Porsche_356,resolved
Porsche,356A,Hey_Porsche,resolved
Porsche,356B,Porsche_911_(991),resolved
Porsche,356C,,unresolved
Porsche,550 Spyder Replica,Porsche_550,resolved
Porsche,911 1974-1977,Porsche_911_(classic),resolved
Porsche,911 Carrera 3.2,Porsche_911,resolved
Porsche,911 Carrera RS (1973),Porsche_911_(classic),resolved
Porsche,911 RS America,Porsche_911_GT2,resolved
Porsche,911 Safari,,unresolved
Porsche,911 Speedster,Porsche_911_(964),resolved
