manufacturer,model,slug,status
Abarth,Abarth 750 & 850,Abarth,resolved
Ac,AC Ace & Aceca,AC_Ace,resolved
Acura,CL,Acura_CL,resolved
Acura,Integra,Honda_Integra,resolved
Acura,Integra Type R,Honda_Integra,resolved
Acura,Legend,Acura_Legend,resolved
Acura,MDX,Acura_MDX,resolved
Acura,NSX NA1,Honda_NSX_(first_generation),resolved
Acura,NSX NA2,Honda_NSX_(first_generation),resolved
Acura,NSX NC1,Honda_NSX_(second_generation),resolved
Acura,RL,Acura_RL,resolved
Acura,RSX,Acura_RSX,resolved
Acura,TL,Acura_TL,resolved
Acura,TSX,Acura_TSX,resolved
Acura,VIGOR,Honda_Vigor,resolved
Airstream,Airstream Conversion,,unresolved
Airstream,Airstream Motorhome,Airstream,resolved
Airstream,Airstream Trailer,Airstream,resolved
Ajs,AJS 18CS SCRAMBLER,AJS_18,resolved
Ajs,AJS BARN FIND NO RESERVE MODEL B 350CC,,unresolved
Alfa Romeo,105 Series Sedan,Alfa_Romeo_105/115_Series_Coupés,resolved
Alfa Romeo,105/115 Series Coupe,Alfa_Romeo_105/115_Series_Coupés,resolved
Alfa Romeo,105/115 Spider Series 1,Alfa_Romeo_105/115_Series_Coupés,resolved
Alfa Romeo,105/115 Spider Series 2,Alfa_Romeo_105/115_Series_Coupés,resolved
Alfa Romeo,105/115 Spider Series 3,Alfa_Romeo_105/115_Series_Coupés,resolved
Alfa Romeo,105/115 Spider Series 4,Alfa_Romeo_105/115_Series_Coupés,resolved
Alfa Romeo,106-Series 2600,Alfa_Romeo_2600,resolved
Alfa Romeo,155,Alfa_Romeo_155,resolved
Alfa Romeo,164,Alfa_Romeo_164,resolved
Alfa Romeo,1900,Alfa_Romeo_1900,resolved
Alfa Romeo,4C,Alfa_Romeo_4C,resolved
Alfa Romeo,75/Milano,Alfa_Romeo_75,resolved
Alfa Romeo,750/101 Series Giulietta & Giulia,Alfa_Romeo_Giulietta_(2010),resolved
Alfa Romeo,8C,Alfa_Romeo_8C,resolved
Alfa Romeo,952 Series Giulia,Alfa_Romeo_Giulia_(2015),resolved
Alfa Romeo,ALFA ROMEO,Museo_Alfa_Romeo,resolved
Alfa Romeo,AR 51,Alfa_Romeo_Matta,resolved
Alfa Romeo,Alfetta,Alfa_Romeo_Alfetta,resolved
Alfa Romeo,BRERA,Alfa_Romeo_Brera_and_Spider,resolved
Alfa Romeo,GRAN SPORT QUATTRORUOTE,Alfa_Romeo_Gran_Sport_Quattroruote,resolved
Alfa Romeo,GTV & Spider (Type 916),Alfa_Romeo_GTV_and_Spider,resolved
Alfa Romeo,GTV6,Alfa_Romeo_Alfetta,resolved
Alfa Romeo,Montreal,Alfa_Romeo_Montreal,resolved
Alfa Romeo,SZ/RZ,Alfa_Romeo_SZ,resolved
Alfa Romeo,Sprint Speciale,Alfa_Romeo_Giulietta_Sprint_Speciale,resolved
Alfa Romeo,Stelvio,Alfa_Romeo_Stelvio,resolved
Alfa Romeo,TZ3 STRADALE ZAGATO,Alfa_Romeo_33_Stradale_(2023),resolved
Allard,ALLARD P1,Allard_Motor_Company,resolved
Allard,Allard J2 & J2X,Allard_J2,resolved
Allard,"Allard K1, K2, & K3",Allard_Motor_Company,resolved
Allis-Chalmers,ALLIS CHALMERS WD45,Allis-Chalmers,resolved
Alpine,RENAULT ALPINE V6 TURBO,Renault_Alpine_A442,resolved
Alvis,ALVIS TE,Alvis_Car_and_Engineering_Company,resolved
Am General,AM General Jeep,AM_General,resolved
Am General,AM General Truck,AM_General,resolved
Amc,AMC & Rambler Ambassador,AMC_Ambassador,resolved
Amc,AMC & Rambler Marlin,Rambler_American,resolved
Amc,AMC AMX,AMC_Javelin,resolved
Amc,AMC Eagle,AMC_Global_Media,resolved
Amc,AMC Gremlin,AMC_Gremlin,resolved
Amc,AMC Hornet,AMC_Javelin,resolved
Amc,AMC Javelin,AMC_Pacer,resolved
Amc,AMC MATADOR,AMC_Spirit,resolved
Amc,AMC Pacer,AMC_Javelin,resolved
Amc,AMC RAMBLER REBEL,AMC_Rebel,resolved
Amc,AMC SPIRIT,AMC_Pacer,resolved
American Bantam,AMERICAN BANTAM CAR COMPANY MODEL 65 ROADSTER,Ford_Model_A_(1927–1932),resolved
American Bantam,AMERICAN BANTAM WOODY WAGON,,unresolved
American Lafrance,AMERICAN LAFRANCE 900 PUMPER,American_LaFrance,resolved
American Lafrance,AMERICAN LAFRANCE TYPE 75 HOSE TURRET WAGON W CHEMICAL TANK WITH A DECK GUN 1000 GALLONS PER MINUTE CAPACITY,,unresolved
Amphicar,Amphicar 770,Amphicar,resolved
Apollo,APOLLO 5000 GT 3,Apollo_GT,resolved
Aprilia,APRILIA DORSODURO 750,Aprilia_Dorsoduro,resolved
Aprilia,APRILIA RS50,Aprilia_RS50,resolved
Aprilia,APRILIA RS660 STARS STRIPES LIMITED EDITION,,unresolved
Aprilia,APRILIA RSV MILLE,Aprilia_RSV_Mille,resolved
Aprilia,APRILIA RSV MILLE R,Aprilia_RSV_1000_R,resolved
Aprilia,APRILIA RSV1000R NERA,Aprilia_RSV_1000_R,resolved
Aprilia,APRILIA RSV4 FACTORY,Aprilia_RSV4,resolved
Aprilia,APRILIA RSV4 RF,Aprilia_RSV4,resolved
Aprilia,APRILIA SCARABEO,Aprilia,resolved
Aprilia,APRILIA TUAREG,Aprilia,resolved
Aprilia,APRILIA TUONO 1000R,Aprilia_Tuono,resolved
Aprilia,APRILIA TUONO RSV R LIMITED,Aprilia_RSV_Mille,resolved
Aprilia,APRILIA TUONO V4 1100 FACTORY,Aprilia_Tuono,resolved
Aprilia,Aprilia RS & RSV,Aprilia_RSV_Mille,resolved
Ariel,Ariel Atom,Ariel_Atom,resolved
Ariel,Ariel Motorcycles,Ariel_Atom,resolved
Ariel,Ariel Nomad,Ariel_Atom,resolved
Arnolt,ARNOLT MG CONVERTIBLE,Arnolt,resolved
Arnolt,Arnolt – Bristol,Arnolt,resolved
Aston Martin,DB11,Aston_Martin_DB11,resolved
Aston Martin,DB12,Aston_Martin_DB12,resolved
Aston Martin,DB12 COUPE,Aston_Martin_DB12,resolved
Aston Martin,DB4,Aston_Martin_DB4,resolved
Aston Martin,DB5,Aston_Martin_DB5,resolved
Aston Martin,DB6,Aston_Martin_DB6,resolved
Aston Martin,DB7,Aston_Martin_DB7,resolved
Aston Martin,DB9,Aston_Martin_DB9,resolved
Aston Martin,DBS,Aston_Martin_DBS,resolved
Aston Martin,DBX,Aston_Martin_DBX,resolved
Aston Martin,Lagonda,Aston_Martin,resolved
Aston Martin,Rapide,Aston_Martin_Rapide,resolved
Aston Martin,V12 Vantage,Aston_Martin_Vantage_(2018),resolved
Aston Martin,V8,Aston_Martin_V8,resolved
Aston Martin,V8 Vantage,Aston_Martin_V8_Vantage_(1977),resolved
Aston Martin,V8 Vantage (2006+),Aston_Martin_Vantage_(2005),resolved
Aston Martin,V8 Vantage (2019+),Aston_Martin_Vantage_(2018),resolved
Aston Martin,Vanquish,Aston_Martin_Vanquish,resolved
Aston Martin,Vanquish S,Aston_Martin_Vanquish,resolved
Aston Martin,Virage (2012),Aston_Martin_Virage,resolved
Aston Martin,"Virage, V8, & Vantage",Aston_Martin_V8_Vantage_(1977),resolved
Auburn,AUBURN 8,"Auburn,_New_York",resolved
Auburn,AUBURN 8 100A 7,List_of_Auburn_vehicles,resolved
Auburn,Auburn 8,"Auburn,_New_York",resolved
Auburn,Auburn 851/852,Auburn_Speedster,resolved
Auburn,Auburn Replica,Auburn_Automobile_Company,resolved
Audi,A3,Audi_A3,resolved
Audi,A5,Audi_A5,resolved
Audi,A7,Audi_A7,resolved
Audi,A8,Audi_A8,resolved
Audi,B1 Fox & 80,Audi_80,resolved
Audi,"B2 80, 90, & 4000",Audi_80,resolved
Audi,B3 80 & 90,Audi_80,resolved
Audi,B4 Cabriolet,Audi_Coupé,resolved
Audi,B5 A4,Audi_A4,resolved
Audi,B5 RS4,Audi_RS_4,resolved
Audi,B5 S4,Audi_S4,resolved
Audi,B6 A4,Audi_A4,resolved
Audi,B6 S4,Audi_S4,resolved
Audi,B7 A4,Audi_A4,resolved
Audi,B7 RS4,Audi_RS_4,resolved
Audi,B7 S4,Audi_S4,resolved
Audi,B8 A4,Audi_A4,resolved
Audi,B8 Allroad,Audi_A4,resolved
Audi,B8 S4,Audi_S4,resolved
Audi,B9 A4,Audi_A4,resolved
Audi,B9 A4 Allroad,Audi_A4,resolved
Audi,"C2 100, 200, & 5000",Audi_100,resolved
Audi,"C3 100, 200, & 5000",Audi_100,resolved
Audi,C4 A6,Audi_A6,resolved
Audi,C4 S4,Audi_S4,resolved
Audi,C4 S6,Audi_S6,resolved
Audi,C5 A6,Audi_A6,resolved
Audi,C5 Allroad,Audi_allroad_quattro,resolved
Audi,C5 RS6,Audi_RS_6,resolved
Audi,C5 S6,Audi_S6,resolved
Audi,C6 A6,Audi_A6,resolved
Audi,C6 RS6,Audi_RS_6,resolved
Audi,C6 S6,Audi_S6,resolved
Audi,C7 A6,Audi_A6,resolved
Audi,C7 S6,Audi_S6,resolved
Audi,C8 A6,Audi_A6,resolved
Audi,C8 RS6,Audi_RS_6,resolved
Audi,Coupe,Audi_Coupé,resolved
Audi,Q3,Audi_Q3,resolved
Audi,Q5,Audi_Q5,resolved
Audi,Q7,Audi_Q7,resolved
Audi,Q8,Audi_Q8,resolved
Audi,R8,Audi_R8,resolved
Audi,R8 (Type 4S),Audi_R8_(Type_4S),resolved
Audi,R8 V10 (Type 42),Audi_R8_(Type_42),resolved
Audi,R8 V8 (Type 42),Audi_R8_(Type_42),resolved
Audi,RS E TRON GT,Audi_e-tron_GT,resolved
Audi,RS Q8,Audi_Q8,resolved
Audi,RS3,Audi_A3,resolved
Audi,RS5,Audi_A5,resolved
Audi,RS7,Audi_A7,resolved
Audi,S3,Audi_S3,resolved
Audi,S5,Audi_S5,resolved
Audi,S7,Audi_A7,resolved
Audi,S8,Audi_S8,resolved
Audi,SQ8,Audi_Q8,resolved
Audi,TT,Audi_TT,resolved
Audi,Ur-Quattro,Audi_Quattro,resolved
Audi,e-tron,Audi_e-tron,resolved
Austin,AUSTIN,"Austin,_Texas",resolved
Austin,AUSTIN A70 HEREFORD,Austin_A70,resolved
Austin,AUSTIN AMERICA,"Austin,_Texas",resolved
Austin,AUSTIN FX3,Austin_FX3,resolved
Austin-Healey,Austin-Healey 100,Austin-Healey,resolved
Austin-Healey,Austin-Healey 100-6,Austin-Healey_Sprite,resolved
Austin-Healey,Austin-Healey 3000,Austin-Healey,resolved
Austin-Healey,Austin-Healey Bugeye Sprite,Austin-Healey_Sprite,resolved
Austin-Healey,Austin-Healey Replica,Austin-Healey_Sprite,resolved
Austin-Healey,"Austin-Healey Sprite Mk II, III, & IV",Austin-Healey,resolved
Autobianchi,Autobianchi A112,Autobianchi_A111,resolved
Autobianchi,Autobianchi Bianchina,Autobianchi,resolved
Autozam,Autozam AZ-1,Autozam_AZ-1,resolved
BMW,/5,BMW_5_Series,resolved
BMW,/6,BMW_6_Series,resolved
BMW,/7,BMW_7_Series,resolved
BMW,02 Series Cabriolet,BMW_02_Series,resolved
BMW,02 Series Touring,BMW_02_Series,resolved
BMW,1600 & 1602,BMW_02_Series,resolved
BMW,1M,BMW_1_Series_(E87),resolved
BMW,2-Series,BMW_2_Series,resolved
BMW,2000C & 2000CS,BMW_New_Class,resolved
BMW,2002,BMW_02_Series,resolved
BMW,2002 Turbo,BMW_02_Series,resolved
BMW,2002ti,BMW_02_Series,resolved
BMW,2002tii,BMW_02_Series,resolved
BMW,503,BMW_503,resolved
BMW,700,BMW_700,resolved
BMW,Alpina,Alpina,resolved
BMW,E12 5-Series,BMW_5_Series_(E12),resolved
BMW,E21 3-Series,BMW_3_Series_(E21),resolved
BMW,E23 7-Series,BMW_7_Series_(E23),resolved
BMW,E24 6-Series,BMW_6_Series_(E24),resolved
BMW,E24 M6 & M635CSi,BMW_6_Series_(E24),resolved
BMW,E28 5-Series,BMW_5_Series_(E28),resolved
BMW,E28 M5,BMW_M5,resolved
BMW,E3,BMW_New_Six,resolved
BMW,E30 3-Series Convertible,BMW_3_Series_(E30),resolved
BMW,E30 3-Series Coupe,BMW_3_Series_(E30),resolved
BMW,E30 3-Series Sedan,BMW_3_Series_(E30),resolved
BMW,E30 3-Series Touring,BMW_3_Series_(E30),resolved
BMW,E30 M3,BMW_M3,resolved
BMW,E31 8-Series,BMW_8_Series_(E31),resolved
BMW,E32 7-Series,BMW_7_Series_(E32),resolved
BMW,E34 5-Series,BMW_5_Series_(E34),resolved
BMW,E34 M5,BMW_M5,resolved
BMW,E36 3-Series,BMW_3_Series_(E36),resolved
BMW,E36 M3,BMW_M3,resolved
BMW,E36/5 ti Compact,BMW_M3,resolved
BMW,E38 7-Series,BMW_7_Series_(E38),resolved
BMW,E39 5-Series,BMW_5_Series_(E39),resolved
BMW,E39 M5,BMW_M5,resolved
BMW,E46 3-Series Convertible,BMW_3_Series_(E46),resolved
BMW,E46 3-Series Coupe,BMW_3_Series_(E46),resolved
BMW,E46 3-Series Sedan,BMW_3_Series_(E46),resolved
BMW,E46 3-Series Touring,BMW_3_Series_(E46),resolved
BMW,E46 330 ZHP,BMW_3_Series_(E46),resolved
BMW,E46 M3,BMW_3_Series_(E46),resolved
BMW,E60 5-Series Sedan,BMW_5_Series_(E60),resolved
BMW,E60 M5,BMW_5_Series_(E60),resolved
BMW,E61 5-Series Touring,BMW_5_Series_(E60),resolved
BMW,E63/E64 6-Series,BMW_6_Series,resolved
BMW,E63/E64 M6,BMW_6_Series_(E63),resolved
BMW,E65/E66 7-Series,BMW_7_Series_(E65),resolved
BMW,E82 1M,BMW_1_Series_(E87),resolved
BMW,E82/E88 1-Series,BMW_1_Series_(E87),resolved
BMW,E89 Z4 Roadster,BMW_Z4_(E89),resolved
BMW,E9 Coupe,BMW_6_Series_(E24),resolved
BMW,E90 3-Series Sedan,BMW_3_Series_(E90),resolved
BMW,E90/E92/E93 M3,BMW_M3,resolved
BMW,E91 3-Series Touring,BMW_3_Series,resolved
BMW,E92/E93 3-Series Coupe & Convertible,BMW_3_Series,resolved
BMW,F01/F02 7-Series,BMW_7_Series_(F01),resolved
BMW,F06/F12/F13 6-Series,BMW_6_Series_(F12),resolved
BMW,F06/F12/F13 M6,BMW_6_Series_(F12),resolved
BMW,F07 5-Series Gran Turismo,BMW_5_Series_(F10),resolved
BMW,F10 5-Series,BMW_5_Series_(F10),resolved
BMW,F10 M5,BMW_5_Series_(F10),resolved
BMW,F30 3-Series Sedan,BMW_3_Series_(F30),resolved
BMW,F31 3-Series Touring,BMW_3_Series_(F30),resolved
BMW,F32/F33/F36 4-Series,BMW_4_Series_(F32),resolved
BMW,F34 3-Series Gran Turismo,BMW_3_Series_(F30),resolved
BMW,"F650GS, F750GS, F800GS, & F850GS",BMW_GS_series,resolved
BMW,F80 M3,BMW_M3,resolved
BMW,F800GT,BMW_F800GT,resolved
BMW,F82/F83 M4,BMW_M4,resolved
BMW,F90 M5,BMW_M5,resolved
BMW,G11/G12 7-Series,BMW_7_Series_(G11),resolved
BMW,G1X/F9X 8-Series,,unresolved
BMW,G20 3-Series,BMW_3_Series_(G20),resolved
BMW,G22/G23/G26 4-Series & i4,BMW_4_Series,resolved
BMW,G29 Z4,BMW_Z4_(G29),resolved
BMW,G30 5-Series,BMW_5_Series_(G30),resolved
BMW,G32 6-Series Gran Turismo,BMW_6_Series_(G32),resolved
BMW,G80 M3,BMW_M3,resolved
BMW,G82/G83 M4,BMW_M4,resolved
BMW,I3,BMW_i3_(hatchback),resolved
BMW,Isetta,Isetta,resolved
BMW,K1,BMW_K1,resolved
BMW,K1200 & K1300,BMW_Motorrad,resolved
BMW,K1600,BMW_K1600,resolved
BMW,"K75, K100, & K1100",BMW_Motorrad,resolved
BMW,M1,BMW_M1,resolved
BMW,M2,BMW_M2,resolved
BMW,M2 COMPETITION,BMW_M2,resolved
BMW,M2 CS,BMW_M2,resolved
BMW,M2 CS 58,BMW_M5,resolved
BMW,Other Motorcycles,BMW_Motorrad,resolved
BMW,R nineT,BMW_R_nineT,resolved
BMW,R100,BMW_R100,resolved
BMW,R100GS,BMW_GS_series,resolved
BMW,"R1100, R1150, R1200, & R1250",,unresolved
BMW,R1100GS,BMW_R1100GS,resolved
BMW,R1150GS,BMW_R1150GS,resolved
BMW,R1200GS,BMW_R1200GS,resolved
BMW,R1250GS,BMW_R1250GS,resolved
BMW,R1300 GS OPTION,,unresolved
BMW,R1300GS,BMW_R1300GS,resolved
BMW,R26 & R27,BMW_R27,resolved
BMW,"R50, R60, & /2",BMW_R60/2,resolved
BMW,"R51, R61, R66, & R71",List_of_BMW_vehicles,resolved
BMW,R65,BMW_R65,resolved
BMW,"R69, R69S, & R50S",BMW_R69S,resolved
BMW,R80,BMW_R80G/S,resolved
BMW,R80 G/S,BMW_R80G/S,resolved
BMW,R90S,BMW_R90S,resolved
BMW,S1000 Series,,unresolved
BMW,X1 SDRIVE28I,BMW_X1_(F48),resolved
BMW,X1 XDRIVE28I,BMW_X1_(F48),resolved
BMW,X1 XDRIVE35I,BMW_X1_(E84),resolved
BMW,X3,BMW_X3,resolved
BMW,X4,BMW_X4,resolved
BMW,X4 M COMPETITION,BMW_X4,resolved
BMW,X4 M40I,BMW_X4,resolved
BMW,X5,BMW_X5,resolved
BMW,X6,BMW_X6,resolved
BMW,X7,BMW_X7,resolved
BMW,X7M50I,,unresolved
BMW,Z1,BMW_Z1,resolved
BMW,Z3,BMW_Z3,resolved
BMW,Z3 M Coupe,BMW_Z3,resolved
BMW,Z3 M Roadster,BMW_Z3,resolved
BMW,Z4 Coupe E86,BMW_Z4_(E85),resolved
BMW,Z4 M Coupe,BMW_Z4_(E85),resolved
BMW,Z4 M Roadster,BMW_M_Coupé_and_Roadster,resolved
BMW,Z4 Roadster E85,BMW_Z4_(E85),resolved
BMW,Z8,BMW_Z8,resolved
BMW,i3,BMW_i3_(hatchback),resolved
BMW,i8,BMW_i8,resolved
Bac,BAC Mono,,unresolved
Benelli,BENELLI 250 SUPER SPORT,Benelli_(motorcycles),resolved
Benelli,BENELLI 900 SEI,Benelli_(motorcycles),resolved
Benelli,BENELLI TRE TORNADO 899,List_of_Benelli_motorcycles,resolved
Benelli,BENELLI TREK 1130 AMAZONAS,,unresolved
Benelli,WARDS RIVERSIDE 450SS,,unresolved
Bentley,Arnage,Bentley_Arnage,resolved
Bentley,Azure,Bentley_Azure,resolved
Bentley,Bentayga,Bentley_Bentayga,resolved
Bentley,Continental,Bentley_Continental_GT,resolved
Bentley,Continental Flying Spur,Bentley_Flying_Spur_(2005),resolved
Bentley,Continental GT,Bentley_Continental_GT,resolved
Bentley,Continental GTC,Bentley_Continental_GT,resolved
Bentley,Continental GTC (2025-),Bentley_Continental_GT,resolved
Bentley,Mark VI,Bentley_Mark_VI,resolved
Bentley,Mulsanne,Bentley_Mulsanne_(2010),resolved
Bentley,R-Type,Bentley_R_Type,resolved
Bentley,S-Type,Bentley_R_Type,resolved
Bentley,SZ Coupe,Bentley_Continental_R,resolved
Bentley,SZ Saloon,Rolls-Royce_SZ,resolved
Berkeley,BERKELEY SE492,Berkeley_Cars,resolved
Bimota,BIMOTA BB1 SUPERMONO,List_of_Bimota_motorcycles,resolved
Bimota,BIMOTA DB3 MANTRA,List_of_Bimota_motorcycles,resolved
Bimota,BIMOTA SB8K SANTAMONICA,,unresolved
Bimota,BIMOTA SB8R,Bimota_SB8K,resolved
Bimota,BIMOTA TESI FINAL EDITION,Bimota_Tesi,resolved
Bitter,BITTER SC,Bitter_Automotive,resolved
Bocar,BOCAR XP 7R,Bocar,resolved
Bonanza,BONANZA CR400 MINI CHOPPER,,unresolved
Borgward,BORGWARD ISABELLA,Borgward,resolved
Boston Whaler,BOSTON WHALER SPORT,Boston_Whaler,resolved
Bourget,BOURGET DRAGON,,unresolved
Bourget,BOURGET FAT DADDY,,unresolved
Bricklin,Bricklin SV-1,Bricklin_SV-1,resolved
Bsa,BSA 441 VICTOR,BSA_motorcycles,resolved
Bsa,BSA A10 SUPER ROCKET,BSA_motorcycles,resolved
Bsa,BSA A50 ROYAL STAR,BSA_Lightning,resolved
Bsa,BSA A50 STAR TWIN,BSA_motorcycles,resolved
Bsa,BSA A65 SPITFIRE,BSA_Lightning,resolved
Bsa,BSA A65 THUNDERBOLT,BSA_motorcycles,resolved
Bsa,BSA B40 STAR,BSA_motorcycles,resolved
Bsa,BSA BANTAM D1,BSA_Bantam,resolved
Bsa,BSA FIREBIRD SCRAMBLER,BSA_motorcycles,resolved
Bsa,BSA HORNET 650,BSA_motorcycles,resolved
Bsa,BSA Lightning,BSA_motorcycles,resolved
Bsa,BSA M20,BSA_motorcycles,resolved
Bsa,BSA MKII SPITFIRE,BSA_Spitfire,resolved
Bsa,BSA ROYAL STAR,BSA_Spitfire,resolved
Bsa,BSA Rocket,BSA_motorcycles,resolved
Bsa,BSA SHOOTING STAR,BSA_motorcycles,resolved
Bsa,BSA SUPER FLASH,BSA_motorcycles,resolved
Bsa,BSA Victor Special,BSA_motorcycles,resolved
Buell,BUELL 1125CR,Buell_Motorcycle_Company,resolved
Buell,BUELL M2 CYCLONE,Buell_Motorcycle_Company,resolved
Buell,BUELL S2 THUNDERBOLT,Buell_Motorcycle_Company,resolved
Buell,BUELL X1 LIGHTNING,Buell_Motorcycle_Company,resolved
Buell,BUELL XB12X ULYSSES,Buell_Motorcycle_Company,resolved
Buell,BUELL XB9R FIREBOLT,Buell_XB9,resolved
Bugatti,Chiron,Bugatti_Chiron,resolved
Bugatti,Replica,Bugatti_Royale,resolved
Buick,BUICK APOLLO,Buick,resolved
Buick,BUICK ESTATE WAGON,Buick_Estate,resolved
Buick,BUICK INVICTA CUSTOM ESTATE WAGON,Buick_Invicta,resolved
Buick,BUICK LACROSSE,Buick,resolved
Buick,BUICK LUCERNE,Buick_Regal,resolved
Buick,BUICK SERIES 24 6 45 TOURING CAR,Buick_Riviera,resolved
Buick,BUICK SERIES H ROADSTER,Buick_Century,resolved
Buick,Buick Centurion,Buick_Regal,resolved
Buick,Buick Century,Buick_LaCrosse,resolved
Buick,Buick Electra,Buick_V6_engine,resolved
Buick,Buick GNX,Buick_Regal,resolved
Buick,Buick GSX,Buick_V6_engine,resolved
Buick,Buick Gran Sport,Buick_Gran_Sport,resolved
Buick,Buick Grand National,Buick_Regal,resolved
Buick,Buick LeSabre,Buick_LeSabre,resolved
Buick,Buick Park Avenue,Buick_LaCrosse,resolved
Buick,Buick Reatta,Buick_Reatta,resolved
Buick,Buick Regal,Buick_Skylark,resolved
Buick,Buick Regal T-Type & Turbo-T,Buick_Century,resolved
Buick,Buick Riviera,Buick_V6_engine,resolved
Buick,Buick Roadmaster,Buick_Regal,resolved
Buick,Buick Skylark,Buick_V6_engine,resolved
Buick,Buick Special,Buick_LaCrosse,resolved
Buick,Buick Standard Six & Master Six,Buick_Enclave,resolved
Buick,Buick Super,Buick,resolved
Bultaco,BULTACO 250 ASTRO,Bultaco,resolved
Bultaco,BULTACO METRALLA,Bultaco,resolved
Bultaco,Bultaco Alpina,,unresolved
Bultaco,Bultaco Pursang,Bultaco,resolved
Bultaco,Bultaco Sherpa,Bultaco,resolved
Cadillac,CADILLAC CIMARRON,Cadillac_Eldorado,resolved
Cadillac,CADILLAC CT6,Cadillac_CT6,resolved
Cadillac,CADILLAC CT6 V,Cadillac_CT6,resolved
Cadillac,CADILLAC ELR,Cadillac_ELR,resolved
Cadillac,CADILLAC SRX,Cadillac_SRX,resolved
Cadillac,CADILLAC XTS,Cadillac_XTS,resolved
Cadillac,Cadillac ATS & ATS-V,Cadillac_ATS,resolved
Cadillac,Cadillac Allanté,Cadillac_Allanté,resolved
Cadillac,Cadillac Brougham,Cadillac_Eldorado,resolved
Cadillac,Cadillac CT5 & CT5-V,Cadillac_CT5,resolved
Cadillac,Cadillac CTS & CTS-V,Cadillac_CTS,resolved
Cadillac,Cadillac Calais,Cadillac_Escalade,resolved
Cadillac,Cadillac DTS,Cadillac_Eldorado,resolved
Cadillac,Cadillac DeVille,Cadillac_de_Ville_series,resolved
Cadillac,Cadillac Eldorado,Cadillac_Eldorado,resolved
Cadillac,Cadillac Escalade & EXT GMT800,Cadillac_Escalade,resolved
Cadillac,Cadillac Escalade & EXT GMT900,Cadillac_Escalade,resolved
Cadillac,Cadillac Escalade GMT400,Cadillac_Escalade,resolved
Cadillac,Cadillac Escalade K2XL,Cadillac_Escalade,resolved
Cadillac,Cadillac Escalade T1XL (2021+),,unresolved
Cadillac,Cadillac Escalade T1XL (2021-),,unresolved
Cadillac,Cadillac Fleetwood 1985-1996,Cadillac_Fleetwood_Brougham,resolved
Cadillac,Cadillac STS & STS-V,Cadillac_STS,resolved
Cadillac,Cadillac Series 61,Cadillac_CT6,resolved
Cadillac,Cadillac Series 62,Cadillac_de_Ville_series,resolved
Cadillac,Cadillac Series 75/Fleetwood,Cadillac_Fleetwood_Brougham,resolved
Cadillac,Cadillac Seville,Cadillac_CTS,resolved
Cadillac,Cadillac Sixty Special,Cadillac_Sixty_Special,resolved
Cadillac,Cadillac V-12,Cadillac_CT6,resolved
Cadillac,Cadillac V16,Cadillac,resolved
Cadillac,Cadillac V8,Cadillac,resolved
Cadillac,Cadillac XLR,Cadillac,resolved
Cagiva,CAGIVA ALAZZURRA 650,Cagiva,resolved
Cagiva,CAGIVA ELEFANT,Cagiva,resolved
Cagiva,CAGIVA GRAN CANYON,Cagiva,resolved
Caterham,Caterham Seven,Caterham_School,resolved
Checker,CHECKER SUPERBA,Checker_Taxi,resolved
Checker,Checker Marathon,Checker_Motors_Corporation,resolved
Chevrolet,"150, 210, & Bel Air",Chevrolet_Bel_Air,resolved
Chevrolet,454 SS,Chevrolet_C/K_(fourth_generation),resolved
Chevrolet,AK Series Pickup,Chevrolet_AK_Series,resolved
Chevrolet,Advance Design Pickup,Chevrolet_Advance_Design,resolved
Chevrolet,Astro,Chevrolet_Astro,resolved
Chevrolet,Avalanche,Chevrolet_Avalanche,resolved
Chevrolet,BERETTA,Chevrolet_Beretta,resolved
Chevrolet,Bel Air,Chevrolet_Bel_Air,resolved
Chevrolet,Biscayne,Chevrolet_Biscayne,resolved
Chevrolet,Blazer 1995-2004,Chevrolet_S-10_Blazer,resolved
Chevrolet,Blazer GMT415,Chevrolet_K5_Blazer,resolved
Chevrolet,C/K,Chevrolet_C/K,resolved
Chevrolet,C/K GMT400,Chevrolet_C/K_(fourth_generation),resolved
Chevrolet,C8 CORVETTE,Chevrolet_Corvette_(C8),resolved
Chevrolet,CC303,,unresolved
Chevrolet,CHEETAH BILL THOMAS CHEETAH EVOLUTION,Bill_Thomas_Cheetah,resolved
Chevrolet,CHEETAH COUPE,Bill_Thomas_Cheetah,resolved
Chevrolet,CHEVETTE,Chevrolet_Chevette,resolved
Chevrolet,CITATION,Chevrolet_Citation,resolved
Chevrolet,CORVETTE,Chevrolet_Corvette,resolved
Chevrolet,CORVETTE 115,Chevrolet_Corvette_(C8),resolved
Chevrolet,CORVETTE 131,Chevrolet_Camaro_(first_generation),resolved
Chevrolet,CORVETTE 136,Chevrolet_Corvette_(C6),resolved
Chevrolet,CORVETTE 154,Chevrolet_big-block_engine,resolved
Chevrolet,CORVETTE 175,Chevrolet_Corvette_(C4),resolved
Chevrolet,CORVETTE 205,Chevrolet_Corvette_(C6),resolved
Chevrolet,CORVETTE 263,Chevrolet_small-block_engine_(1954–2003),resolved
Chevrolet,CORVETTE 264,Chevrolet_small-block_engine_(1954–2003),resolved
Chevrolet,CORVETTE 427 CONVERTIBLE,Chevrolet_Corvette_(C6),resolved
Chevrolet,CORVETTE 85,Chevrolet_Corvette_(C1),resolved
