manufacturer,model,measured_at,status,note
Suzuki,Suzuki Samurai,2026-08-29T19:35:37Z,ok,anchor 81.1
Suzuki,Suzuki T Motorcycle,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Suzuki,Suzuki TM & RM,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Suzuki,Suzuki TS & TC,2026-08-29T19:48:01Z,ok,anchor 81.1
Suzuki,Suzuki X-90,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
TVR,TVR 2500M,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
TVR,TVR 280I,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
TVR,TVR VIXEN,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Tesla,Roadster,2026-08-29T19:48:08Z,ok,anchor 81.1
Tesla,S,2026-08-29T19:42:48Z,ok,anchor 81.1
Tesla,X,2026-08-29T20:07:50Z,ok,anchor 81.1
Toyota,4Runner (N120),2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Toyota,4Runner (N180),2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Toyota,4Runner (N210),2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Toyota,4Runner (N280),2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Toyota,4Runner (N60),2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Toyota,AE86,2026-08-29T19:56:42Z,ok,anchor 81.1
Toyota,AW11 MR2,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Toyota,Avalon,2026-08-29T19:51:23Z,ok,anchor 81.1
Toyota,Camry,2026-08-29T19:33:44Z,ok,anchor 49.7
Toyota,Camry Solara,2026-08-29T19:49:41Z,ok,anchor 81.1
Toyota,Celica,2026-08-29T19:32:17Z,ok,anchor 81.1
Toyota,Celica Supra A60,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Toyota,Century,2026-08-29T19:59:37Z,ok,anchor 81.1
Toyota,Corolla,2026-08-29T19:36:17Z,ok,anchor 31.2
Toyota,Crown,2026-08-29T19:51:23Z,ok,anchor 81.1
Toyota,Dyna,2026-08-29T20:02:57Z,ok,anchor 81.1
Toyota,FJ Cruiser,2026-08-29T19:25:36Z,ok,anchor 81.2
Toyota,HIGHLANDER,2026-08-29T20:07:57Z,ok,anchor 81.1
Toyota,HiAce,2026-08-29T19:46:48Z,ok,anchor 81.1
Toyota,Land Cruiser 100-Series,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Toyota,Land Cruiser 200-Series,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Toyota,Land Cruiser 60-Series,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Toyota,Land Cruiser 70-Series,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Toyota,Land Cruiser 80-Series,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Toyota,Land Cruiser FJ40,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Toyota,Land Cruiser FJ43,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Toyota,Land Cruiser FJ45,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Toyota,Land Cruiser FJ55,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Toyota,Land Cruiser Prado 70-Series,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Toyota,Land Cruiser Prado 90-Series,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Toyota,LiteAce & TownAce,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Toyota,Previa & Estima,2026-08-29T20:07:57Z,ok,anchor 81.1
Toyota,RAV4,2026-08-29T19:36:17Z,ok,anchor 31.2
Toyota,RV,2026-08-29T20:02:57Z,ok,anchor 81.1
Toyota,SIENNA,2026-08-29T20:02:57Z,ok,anchor 81.1
Toyota,SW20 MR2,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Toyota,Sequoia,2026-08-29T19:28:37Z,ok,anchor 81.2
Toyota,Supra A70,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Toyota,Supra A80,2026-08-29T19:31:31Z,ok,anchor 81.1
Toyota,T100,2026-08-29T19:51:30Z,ok,anchor 81.1
Toyota,TRD Off-Road,2026-08-29T20:07:57Z,ok,anchor 81.1
Toyota,Tacoma (N1X0 1995-2005),2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Toyota,Tacoma (N2X0 2005-2015),2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Toyota,Tacoma (N300 2016-2023),2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Toyota,Tacoma (N400 2024+),2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Toyota,Tercel,2026-08-29T20:08:03Z,ok,anchor 81.1
Toyota,ToyoAce,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Toyota,Tundra (XK50 2007-2021),2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Toyota,Tundra (XK70 2022+),2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Toyota,W30 MR2,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Toyota,WILL VI,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Triumph,Triumph Bonneville T120,2026-08-29T19:36:50Z,ok,anchor 81.1
Triumph,Triumph Bonneville T140,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Triumph,Triumph Daytona,2026-08-29T19:56:42Z,ok,anchor 81.1
Triumph,Triumph Daytona (1991+),2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Triumph,Triumph GT6,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Triumph,Triumph New Bonneville (2000+),2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Triumph,Triumph Rocket 3,2026-08-29T19:56:42Z,ok,anchor 81.1
Triumph,Triumph Spitfire,2026-08-29T19:38:10Z,ok,anchor 81.1
Triumph,Triumph Stag,2026-08-29T19:56:42Z,ok,anchor 81.1
Triumph,Triumph TR3,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Triumph,Triumph TR4,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Triumph,Triumph TR5 & TR250,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Triumph,Triumph TR6,2026-08-29T19:25:56Z,ok,anchor 81.2
Triumph,Triumph Thruxton,2026-08-29T19:59:44Z,ok,anchor 81.1
Triumph,Triumph Thunderbird,2026-08-29T20:02:57Z,ok,anchor 81.1
Triumph,Triumph Thunderbird 900,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Triumph,Triumph Tiger,2026-08-29T19:53:03Z,ok,anchor 81.1
Triumph,Triumph Trident,2026-08-29T20:03:04Z,ok,anchor 81.1
Triumph,Triumph Trophy,2026-08-29T19:53:09Z,ok,anchor 81.1
Triumph,Triumph Wedge,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Ural,Ural Gear Up,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Vanderhall,Vanderhall Carmel,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Vanderhall,Vanderhall Venice,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Vespa,Vespa GL & Sprint,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Vespa,Vespa GS & Rally,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Vincent,Vincent Black Shadow,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Vincent,Vincent Rapide,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Volkswagen,VOLKSWAGEN TIGUAN,2026-08-29T19:56:49Z,ok,anchor 81.1
Volkswagen,Volkswagen A5 Beetle,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Volkswagen,Volkswagen Bay-Window Bus,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Volkswagen,Volkswagen Bay-Window Camper,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Volkswagen,Volkswagen Bay-Window Pickup,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Volkswagen,Volkswagen Beetle,2026-08-29T19:24:09Z,ok,anchor 81.2
Volkswagen,Volkswagen Beetle (Oval Window),2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Volkswagen,Volkswagen Beetle (Split Window),2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Volkswagen,Volkswagen Cabrio Mk3,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Volkswagen,Volkswagen Caddy & Rabbit Pickup,2026-08-29T19:56:49Z,ok,anchor 81.1
Volkswagen,Volkswagen Corrado,2026-08-29T19:48:08Z,ok,anchor 81.1
Volkswagen,Volkswagen Eos,2026-08-29T19:41:48Z,ok,anchor 81.1
Volkswagen,Volkswagen EuroVan,2026-08-29T19:38:17Z,ok,anchor 81.1
Volkswagen,Volkswagen GTI Mk1,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Volkswagen,Volkswagen GTI Mk2,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Volkswagen,Volkswagen GTI Mk5,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Volkswagen,Volkswagen GTI Mk6,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Volkswagen,Volkswagen GTI Mk7,2026-08-29T20:03:10Z,ok,anchor 81.1
Volkswagen,Volkswagen Golf & Rabbit,2026-08-29T19:44:34Z,ok,anchor 81.1
Volkswagen,Volkswagen Golf & Rabbit (Non-GTI),2026-08-29T19:45:41Z,ok,anchor 81.1
Volkswagen,Volkswagen Golf R,2026-08-29T19:41:55Z,ok,anchor 81.1
Volkswagen,Volkswagen Jetta,2026-08-29T19:37:31Z,ok,anchor 81.1
Volkswagen,Volkswagen Karmann Ghia,2026-08-29T19:28:18Z,ok,anchor 81.2
Volkswagen,Volkswagen New Beetle,2026-08-29T19:48:15Z,ok,anchor 81.1
Volkswagen,Volkswagen Passat,2026-08-29T19:44:34Z,ok,anchor 81.1
Volkswagen,Volkswagen R32,2026-08-29T19:40:22Z,ok,anchor 81.1
Volkswagen,Volkswagen Rail & Dune Buggy,2026-08-29T19:51:36Z,ok,anchor 81.1
Volkswagen,Volkswagen Scirocco,2026-08-29T19:45:41Z,ok,anchor 81.1
Volkswagen,Volkswagen Split-Window Bus,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Volkswagen,Volkswagen Split-Window Camper,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Volkswagen,Volkswagen Split-Window Pickup,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Volkswagen,Volkswagen Super Beetle,2026-08-29T19:30:04Z,ok,anchor 81.1
Volkswagen,Volkswagen Thing,2026-08-29T19:36:50Z,ok,anchor 81.1
Volkswagen,Volkswagen Touareg,2026-08-29T19:28:31Z,ok,anchor 26.9
Volkswagen,Volkswagen Type 3,2026-08-29T19:45:41Z,ok,anchor 81.1
Volkswagen,Volkswagen Vanagon,2026-08-29T19:29:31Z,ok,anchor 81.2
Volvo,VOLVO S80,2026-08-29T20:03:10Z,ok,anchor 81.1
Volvo,Volvo 140,2026-08-29T19:59:50Z,ok,anchor 81.1
Volvo,Volvo 1800ES,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Volvo,Volvo 240,2026-08-29T19:29:51Z,ok,anchor 81.2
Volvo,Volvo 700-Series,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Volvo,Volvo 850,2026-08-29T19:45:48Z,ok,anchor 81.1
Volvo,Volvo 900-Series,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Volvo,Volvo Amazon,2026-08-29T19:44:41Z,ok,anchor 81.1
Volvo,Volvo C30,2026-08-29T19:45:48Z,ok,anchor 81.1
Volvo,Volvo C70,2026-08-29T19:39:29Z,ok,anchor 81.1
Volvo,Volvo PV444 and PV544,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Volvo,Volvo S40,2026-08-29T19:56:56Z,ok,anchor 81.1
Volvo,Volvo S60,2026-08-29T19:39:29Z,ok,anchor 81.1
Volvo,Volvo S60R,2026-08-29T20:03:17Z,ok,anchor 81.1
Volvo,Volvo S80,2026-08-29T20:03:17Z,ok,anchor 81.1
Volvo,Volvo V60,2026-08-29T19:48:15Z,ok,anchor 81.1
Volvo,Volvo V70,2026-08-29T19:46:55Z,ok,anchor 81.1
Volvo,Volvo V70R,2026-08-29T19:31:04Z,ok,anchor 81.1
Volvo,Volvo XC60,2026-08-29T19:44:41Z,ok,anchor 81.1
Volvo,Volvo XC70,2026-08-29T19:29:31Z,ok,anchor 81.2
Volvo,Volvo XC90,2026-08-29T19:43:28Z,ok,anchor 81.1
Willys,Willys CJ-2A,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Willys,Willys CJ-3A,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Willys,Willys CJ-3B,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Willys,Willys Coupe,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Willys,Willys Jeep Wagon,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Willys,Willys Jeepster,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Willys,Willys M38,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Willys,Willys MB,2026-08-29T19:56:56Z,ok,anchor 81.1
Willys,Willys Pickup,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Yamaha,YAMAHA XT350,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Yamaha,Yamaha ATV,2026-08-29T19:45:48Z,ok,anchor 81.1
Yamaha,Yamaha Enduro,2026-08-29T19:31:04Z,ok,anchor 81.1
Yamaha,Yamaha RD,2026-08-29T19:44:41Z,ok,anchor 81.1
Yamaha,Yamaha RZ,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Yamaha,Yamaha SR,2026-08-29T20:03:17Z,ok,anchor 81.1
Yamaha,Yamaha V-Max,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Yamaha,Yamaha Virago,2026-08-29T20:08:17Z,ok,anchor 81.1
Yamaha,Yamaha XS,2026-08-29T19:51:43Z,ok,anchor 81.1
Yamaha,Yamaha YZ,2026-08-29T19:47:01Z,ok,anchor 81.1
Yamaha,Yamaha YZF,2026-08-29T20:08:17Z,ok,anchor 81.1
